0.73501,-0.057522
0.73784,2.4627
0.73444,0.1923
0.80064,1.9043
0.8135,-0.28801
0.69237,3.4405
0.74562,1.8263
0.78372,1.0658
0.7991,0.21677
0.72215,1.3809
0.80875,1.1288
0.74704,0.75118
0.80746,1.4571
0.7583,0.69609
0.7647,-1.1977
0.71134,2.3822
0.7444,0.39282
0.78154,0.19015
0.83643,-0.41512
0.73505,0.2407
0.82392,1.5382
0.7869,1.174
0.76477,1.664
0.82693,0.048993
0.76802,3.3928
0.72537,-0.050125
0.75494,0.21858
0.85265,0.84412
0.76119,1.6485
0.83228,4.168
0.79273,2.1232
0.79482,1.6576
0.78748,0.74995
0.71431,4.1059
0.70335,-1.0296
0.67423,-0.99045
0.84021,1.4735
0.78218,2.1271
0.77562,0.49544
0.82739,1.8393
0.74221,0.54585
0.78072,1.483
0.77133,0.20533
0.75515,2.24
0.71841,0.92437
0.71534,0.73121
0.73453,2.7469
0.83398,-0.26566
0.70579,1.2556
0.73609,1.8033
0.77972,0.74884
0.65947,1.2847
0.65701,1.3327
0.84981,2.9916
0.70635,1.2229
0.77111,1.9211
0.76812,0.61756
0.80963,2.1833
0.74624,-0.15608
0.76881,1.8364
0.77506,-0.37494
0.77355,0.68074
0.76106,0.42215
0.79095,2.2609
0.7397,2.4456
0.79468,1.9135
0.82271,1.9589
0.71346,1.632
0.70745,1.4858
0.74116,1.298
0.71012,1.2464
0.82037,0.90739
0.78371,0.082701
0.72782,-0.57482
0.70026,-0.048819
0.78112,0.41701
0.81792,2.7869
0.76808,2.3315
0.74443,1.5556
0.70273,2.1231
0.73693,0.044235
0.75635,0.37361
0.76946,-2.0864
0.7742,-0.43151
0.81703,1.7069
0.78787,1.7887
0.74682,0.27742
0.7316,1.152
0.74145,0.99927
0.7239,1.2848
0.68055,0.88347
0.78599,1.7733
0.63427,1.5163
0.73819,2.8027
0.78537,1.5925
0.81417,-0.3456
0.79503,3.1076
0.84429,1.5275
0.64988,1.5451
0.71767,1.84
0.69982,1.5576
0.70666,1.7956
0.75742,-0.045528
0.70145,2.0909
0.68056,0.84845
0.83224,1.1002
0.73797,-0.97075
0.78653,0.88931
0.85008,0.59876
0.7644,-0.56335
0.67073,1.4549
0.77687,0.96095
0.75427,3.4328
0.6937,0.66325
0.71779,1.214
0.76722,1.1308
0.77025,0.48081
0.77715,2.2101
0.7068,1.2253
0.77785,3.0884
0.76908,0.48003
0.74372,-0.515
0.67169,2.6139
0.80149,-0.093545
0.86035,1.9236
0.71059,0.23712
0.67784,-0.094323
0.79452,0.64248
0.71913,-0.21348
0.74705,1.0173
0.85815,1.337
0.86554,-0.23922
0.79258,1.4352
0.83816,0.4607
0.71673,-0.35389
0.67305,0.42631
0.80785,3.2064
0.76483,1.4152
0.67389,1.6004
0.73881,1.8222
0.73501,-0.25781
0.70311,0.048764
0.83468,0.97
0.70697,0.040163
0.63579,1.2807
0.76191,0.25295
0.70497,0.64422
0.71782,2.2415
0.79653,1.7657
0.74823,0.11171
0.70577,0.77859
0.76917,1.895
0.7116,2.1773
0.76171,0.20607
